date,category,tags,provider,comments,title,summary,articleUrl,imageUrl
20120108213056,society,여성혐오,SBS,229,"학교폭력, 존댓말 교육이 대안? 효과는…",&lt;8뉴스&gt;&lt;앵커&gt;요즘 어린 자녀들에게 존댓말을 쓰는 엄마들이 늘고 있습니다. 좀 어색할 것 같아도 예절교육은 물론 학교 폭력까지 예방할 수 있다며 주목받고 있습니다.임태우 기자가 보도합니다.&lt;기자&gt;서울의 한 어린이집.[초록색 줄까요? 이쪽으로 꽂아야 될 것 같은데요?][(이제 뭐예요?) 잠자리. 잠자리가 어떻게 날아가요?,http://v.media.daum.net/v/20120108213056740,http://t1.daumcdn.net/news/201201/08/sbs/20120108213056748.jpg
20120108165917,entertain,여성혐오,스타뉴스,177,"日여장배우 ""K팝 美표절..日나갈거면 나가라""","[머니투데이 스타뉴스 문완식 기자]소녀시대 ⓒ스타뉴스일본의 한 탤런트가 방송에서 K-POP은 미국의 표절이며 일본이 싫으면 떠나라고 목소리를 높였다.일본 인터넷매체 J-캐스트뉴스 6일자에 따르면 일본 탤런트 마쓰코 디럭스는 지난 5일 오후 방송된 후지TV 버라이어티 프로그램 '나카요시 TV'에서 ""K-POP은 미국 표절""이라고 말했다.이날 '나카요시 T",http://v.media.daum.net/v/20120108165917315,http://t1.daumcdn.net/news/201201/08/starnews/20120108165917392.jpg
20120108120209,society,여성혐오,연합뉴스,159,"""노인 10명 중 7명은 성생활한다""","성병·성기능저하 등 고민도 깊어(서울=연합뉴스) 김지수 기자 = 건강 수명이 늘어나면서 노인 가운데 상당수가 성생활을 하고 있으며, 성병 감염이나 성기능 저하 등 고민 또한 크다는 조사 결과가 나왔다.보건복지부는 전국의 65세 이상 남녀 노인 500명을 대상으로 한 성생활 실태 조사 결과 현재 '성생활을 한다'는 응답비율이 66.2%(331명)에 달했다",http://v.media.daum.net/v/20120108120209380,http://t1.daumcdn.net/news/201201/08/yonhap/20120108152810312.jpg
20120108081507,entertain,여성혐오,뉴스엔,147,김수용 “앙숙 김숙이 이혼녀-술집여자 소개팅 주선” 폭로,"[뉴스엔 이민지 기자]김수용이 황당 소개팅 경험을 공개했다.김수용은 1월 7일 방송된 MBC '세상을 바꾸는 퀴즈-세바퀴'에서 김숙이 주선한 소개팅 사연을 밝혀 웃음을 자아냈다.김수용은 ""결혼 전 김숙이 소개팅을 해준다고 해서 나갔다. 의상디자이너였는데 정말 도도하고 대답도 잘 안했다. 관심 없는 줄 알고 김숙하고 떠들었는데 화를 내더라""고 말했다.김수",http://v.media.daum.net/v/20120108081507692,http://t1.daumcdn.net/news/201201/08/newsen/20120108081507776.jpg
20120108195612,society,범죄|성추행|추행,뉴시스,141,"인천 중학교서 같은 반 여학생에게 ""가슴 크다…""","【인천=뉴시스】함상환 기자 = 인천 계양구 모 중학교 여학생 집단폭행 사건이 채 가시기도 전에 또 다시 인천 서구의 한 중학교에서 남학생들이 같은 반 여학생에게 성추행적 발언을 한 사건이 발생했다.8일 중학교에 따르면 ""지난해 11월8일 1학년 A군과 B군 등이 같은 반 여학생 C양에게 체육수업을 하기위해 체육복으로 갈아입을 때 ""가슴이 크다 많이 커 ",http://v.media.daum.net/v/20120108195612308,
20120108180711,society,여성혐오|육아,매일경제,125,엄마·아빠는 수도권…아이는 지방 외할머니댁,`롱 디스턴스 패밀리`아시나요수도권 맞벌이 27% 친척에게 자녀 맡겨◆ 2012 신년기획 / 보육 업그레이드 ① ◆ 경기도 하남시에 사는 김영남 씨(37ㆍ중견기업 직원)는 오는 22~24일 설 연휴만 생각하면 눈앞이 캄캄하다. 토요일인 21일 생후 15개월짜리 아들이 살고 있는 경북 구미시 처가까지 220㎞를 갔다가 하룻밤을 보내고 연휴 첫날인 22일에,http://v.media.daum.net/v/20120108180711703,
20120109115407,society,인권,연합뉴스,539,"조현오 ""이제는 경찰이 검찰 통제해야""","(대구=연합뉴스) 이덕기 기자 = 수사권 조정 문제로 검찰과 경찰이 첨예한 갈등을 빚고 있는 가운데 조현오 경찰청장이 ""이제는 우리가(경찰이) 검찰을 통제해야 되지 않겠나""고 말해 눈길을 모았다.조 청장은 9일 대구지방경찰청 대강당에서 열린 학교폭력 관련 시민 간담회에 이어 현장직원들과 비공개 간담회를 가진 자리에서 ""수사권과 관련해서 인권문제가 이야기",http://v.media.daum.net/v/20120109115407192,http://t1.daumcdn.net/news/201201/09/yonhap/20120109132413445.jpg
20120109105722,entertain,산부인과|임신,스타뉴스,443,"이주노 아내 박미리 ""엄마에게 미안해…""","[머니투데이 스타뉴스 이정빈 인턴기자]ⓒ출처=KBS 2TV '여유만만' 방송화면가수 이주노(45)의 23살 연하 아내 박미리가 힘들게 맺은 사랑의 결실에 눈물을 보였다.9일 오전 방송된 KBS 2TV '여유만만'에 출연한 이주노 박미리 부부는 그간 힘들었던 시간을 고백하며 서로에 대한 사랑을 확인했다.박미리는 ""(교제 사실을)임신 5개월까지 숨겼다""고 ",http://v.media.daum.net/v/20120109105722533,http://t1.daumcdn.net/news/201201/09/starnews/20120109110319346.jpg
20120109103805,society,여성혐오|육아,머니투데이,376,"맞벌이부부 70% ""아내가 가사·육아 전담한다""","[ 뉴스1 제공](수원=뉴스1) 김서연 기자 = 맞벌이 부부는 남편보다 아내가 가사와 육아를 70%이상 전담하고 있고, 외벌이 부부의 82.5%는 아내의 취업을 원하는 것으로 나타났다.경기도여성능력개발센터는 지난해 12월 한달간 여성 취.창업 전문 온라인경력개발센터 꿈날개의 기혼 남녀 회원 1428명을 대상으로 실시한 설문 조사를9일 발표했다.설문 결과",http://v.media.daum.net/v/20120109103805766,
20120109165610,entertain,범죄,조이뉴스24,362,"김나윤 클럽 논란, 다 된 'K팝스타'에 재 뿌리나","&lt; 조이뉴스24 &gt;[장진리기자] 'K팝스타' 참가자 김나윤을 둘러싼 논란이 갈수록 뜨거워지고 있다.SBS '일요일이 좋다 2부-서바이벌 오디션 K팝스타(이하 K팝스타)'에 출연하고 있는 참가자 김나윤이 미성년자임에도 클럽에 출입한 사진이 공개돼 논란을 빚었다.논란이 뜨거워지자 'K팝스타' 제작진은 ""가족 모임을 그 클럽에서 했다. 사진은 가족",http://v.media.daum.net/v/20120109165610852,http://t1.daumcdn.net/news/201201/09/joynews24/20120109165610908.jpg
20120109133814,entertain,산부인과|여성혐오|임신,마이데일리,351,"김완선, ""서태지와 아이들 결혼은 다 왜그래?""",[마이데일리 = 서현진 기자] 가수 김완선이 서태지와 아이들 멤버들의 남다른 결혼소식에 놀라운 마음을 전했다.김완선은 9일 오전 방송된 KBS 2TV '여유만만'에서 서태지와 아이들 출신 이주노의 득녀소식에 축하하기 위해 병원을 찾았다.이주노와 23세 연하의 아내인 박미리씨는 지난해 12월 19일 서울의 한 산부인과에서 건강한 딸을 출산했다.그의 득녀소,http://v.media.daum.net/v/20120109133814629,http://t1.daumcdn.net/news/201201/09/mydaily/20120109183419555.jpg
20120109045809,politics,여성혐오,연합뉴스,308,'30대 노총각'은 옛말…남성 결혼 나이 32세,"40~44세 男 7명 중 1명 '싱글'…""미혼 문제 남자가 더 심각""이혼율은 2003년 정점으로 하향 안정화 추세(서울=연합뉴스) 김용래 구정모 기자 = 최근 20년 사이 남녀 초혼 연령이 4세가량 증가했다.만혼 추세가 강화돼 2010년 기준으로 40~44세 남성 중 미혼 비율이 14.8%나 됐다. 15년 전에 비교해 2.5배로 늘었다.9일 한국인구학회",http://v.media.daum.net/v/20120109045809551,http://t1.daumcdn.net/news/201201/09/yonhap/20120109182805697.jpg
20120109173127,society,인권,매일경제,218,무소불위 `일진` 횡포 막을 해법은,"학생인권조례 재의로 교권 강화교내폭력 자진신고땐 인센티브쉬쉬하는 교사엔 벌점부과 병행""학생이 담배 피우는 걸 제재라도 하면 당장 '밤길 조심하세요'란 소리를 듣는데 어떻게 폭력 학생들을 막을 수 있겠습니까."" '일진'들이 두려워 교사, 학생들이 제자와 친구의 어려움을 방관하면서 학교가 약육강식의 '정글'처럼 변하고 있다는 비판이 나오고 있다. 이에 따라",http://v.media.daum.net/v/20120109173127651,
20120109050105,society,여성혐오,뉴시스,214,"""모텔서 살 수 밖에 없는 우리 철수 구해주세요""","엄마 ""아들이 혹시 남녀 불륜장면 볼까 조마조마""철수 모자사연 알려지자 김미화 씨 등 각계서 도움【서울=뉴시스】박대로 기자 = 모텔(motel)은 원래 자동차 여행자 숙박시설을 일컫는 용어지만, 한국에서만큼은 다른 의미로 다가온다. '러브호텔'로 불리는 일부 모텔에서의 남녀 불륜은 종종 사회문제가 되기도 하고, 일반인들 역시 대개 모텔을 비교육적인 공간",http://v.media.daum.net/v/20120109050105050,http://t1.daumcdn.net/news/201201/09/newsis/20120109050105200.jpg
20120109205204,society,인권,세계일보,195,['폭력에 멍든 학교' 탈출구는] 교원단체 '인권논쟁'… 학교는 책임 떠넘기기… 길 잃은 '폭력 해법',"학생인권조례 제정 후 폭력 증가""1차 파수꾼 교사 역할 강화해야""[세계일보]흉포화, 저연령화하고 있는 학교폭력 문제를 해결하기 위해 '1차 파수꾼'인 교사의 역할을 강화해야 한다는 목소리가 높다. 하지만 교사·학교는 근무 평점, 학교 이미지 악화 등을 우려해 교내 폭력을 덮거나 축소하는 데에만 급급해 비판을 받고 있다. 교원단체들 또한 '네 탓' 공방만",http://v.media.daum.net/v/20120109205204190,http://t1.daumcdn.net/news/201201/09/segye/20120109233904988.jpg
20120109222022,economic,산부인과|임신,SBS,161,"경제난에 허덕, 연애는 뒷전…출산율 저하로","&lt;8뉴스&gt;&lt;앵커&gt;요새 30대 남자들 붙잡고 빨리 장가가지 뭐하냐고 물으면 십중팔구는 ""먹고 사느라 여자 만날 시간이 잆어야지요"" 이런 대답이 돌아옵니다. 결혼자금은커녕 당장 생활비 마련하기도 벅차서 연애는 뒷전으로 밀리는 겁니다.이민주 기자가 취재했습니다.&lt;기자&gt;인기리에 방송 중인 TV 짝 찾기 프로그램입니다.40대 특집",http://v.media.daum.net/v/20120109222022218,http://t1.daumcdn.net/news/201201/09/sbs/20120109222022230.jpg
20120110161710,politics,여성혐오,연합뉴스,1277,"<국민 50% ""한나라당 쇄신 기대 안 해"">","(서울=연합뉴스) 김호준 기자 = 국민의 절반은 한나라당 비상대책위원회의 쇄신작업에 기대를 걸지 않는 것으로 조사됐다.여론조사기관인 리얼미터는 지난 3일 전국 19세 이상 남녀 1천명을 대상으로 전화 여론조사를 실시한 결과, 전체 응답자의 50.7%가 한나라당의 쇄신 추진에 대해 ""기대하지 않는다""고 답변했다고 10일 밝혔다.""기대한다""는 긍정적인 답변",http://v.media.daum.net/v/20120110161710865,http://t1.daumcdn.net/news/201201/11/yonhap/20120111101713242.jpg
20120110101509,society,범죄|성폭행|폭행,연합뉴스,972,초·중학생 10여명 여중생과 성관계..경찰 수사,(대구=연합뉴스) 이덕기 기자 = 여중생이 같은 또래의 동네 초등학생과 중학생 등 남학생 10여명과 지속적으로 성관계를 가졌다는 신고가 접수돼 경찰이 수사에 나섰다.10일 대구지방경찰청에 따르면 A(14·중1)양의 삼촌으로부터 '조카가 성폭행 당했다'는 내용의 신고가 최근 접수됐다.신고를 접수한 경찰은 피해자 A양을 상대로 직접 조사를 벌인 결과 H(1,http://v.media.daum.net/v/20120110101509975,
20120110195007,society,여성혐오,뉴시스,690,'단돈 2만원 때문에'…100일 된 딸 둔 10대 가장 강도 짓,【대구=뉴시스】박광일 기자 = 중학교를 중퇴한 뒤 아르바이트를 하며 전전긍긍 생활해 오던 A(18)군은 새해 첫날 새벽부터 고깃집 아르바이트를 끝내고 지친 몸을 끌고 집으로 향하고 있었다.집에서 기다리고 있을 한 살 어린 동거녀와 100일도 안 된 첫 딸 생각에 2011년의 마지막 날과 새해 첫날에도 일을 쉴 수 없었기 때문.A군은 집으로 향하던 중 대,http://v.media.daum.net/v/20120110195007795,
20120110225006,society,여성혐오,한겨레,681,강정마을 수녀들 무더기 경찰 연행,[한겨레] 　제주 서귀포시 강정마을 해군기지 공사현장에서 공사중단을 촉구하며 153배 기원 기도를 하던 수녀들이 무더기로 경찰에 연행됐다.　10일 오전 11시 강정마을에서 열린 강우일 천주교 제주교구장의 미사에 참여한 가톨릭수녀회 소속 수녀 등 20여명이 미사가 끝난 뒤 오후 3시부터 해군기지 공사현장 앞에서 공사중단을 기원하는 153배 기도를 올렸다.,http://v.media.daum.net/v/20120110225006002,
20120110035310,society,범죄|성폭행|폭행,YTN,486,대구에서 여중생 '집단 성폭행' 의혹,[앵커멘트]대구에서 중학생이 자살한 사건에 이어 이번에는 여중생이 자신의 집에서 또래 남학생들에게 집단 성폭행을 당했다는 의혹이 제기됐습니다.가족들의 신고가 접수되면서 경찰이 수사에 착수했습니다.허성준 기자가 보도합니다.[리포트]대구 서구에 있는 한 중학교입니다.이 학교 1학년생인 김 모 양은 또래 남학생 10여 명으로부터 집단 성폭행을 당했다며 학교에,http://v.media.daum.net/v/20120110035310020,http://t1.daumcdn.net/news/201201/10/ytntv/20120110035310122.jpg
20120110170028,digital,여성혐오,한겨레,400,조선일보 기사 퍼나르는 미녀들 대체 누구인가,[한겨레]트위터서 '하나금융' '조선' 등 기사 리트윗하는 알바 계정 분석해보니여고생이라며 '하나' 관련 글만 남겨…10시 시작해 6시 지나면 글 안써　트위터 '알바'는 있을까 없을까. 최근 누리꾼들 사이에선 이 문제가 화제다. '조선일보봇'(조선일보 기사를 자동으로 트위터에 퍼뜨리는 계정)이 발견되면서 누리꾼들은 알바의 실체를 쫓고 있다. &lt;한겨,http://v.media.daum.net/v/20120110170028521,http://t1.daumcdn.net/news/201202/02/hani/20120202172006784.jpg
20120110000507,economic,여성혐오,중앙일보,231,부모 허리 휘는 초등생 '등골 책가방' 헉!,"서울 신촌동에 사는 주부 박정진(37)씨는 요즘 초등학교 2, 4학년인 두 자녀의 책가방 구입을 놓고 고심하고 있다. 올해 백화점에 가 보니 책가방과 신발주머니를 합쳐 브랜드 제품 가격이 대부분 10만원대 후반으로 올랐고 일부는 20만원을 넘어섰다. 지난해엔 10만원대 초반에 모두 구입했다. 박씨는 ""가볍고 튼튼하면 되는데 불필요한 기능을 붙여 값을 자",http://v.media.daum.net/v/20120110000507154,http://t1.daumcdn.net/news/201201/10/joongang/20120110203908672.jpg
20120110031903,society,범죄|성추행|추행,조선일보,211,"가해학생 부모가 찾아와 ＂죽여버리겠다＂ 왕따일기 공개한 학생 가족, 교회로 피신","1년간 동급생들에게 온갖 폭행과 모욕, 성추행 등 '왕따 폭행'을 당했던 서울 강서구 K중학교 1학년 임모(13)군 가족은 8일 살던 집을 떠나 경기도 남양주 의 한 교회로 피신했다.가족들은 임군이 가해 학생 7명 가운데 한 명으로 지목했던 학생의 아버지가 지난해 12월 집으로 찾아와 벌인 난동과 협박이 되풀이될까 두려워하고 있다. 1년간 자식이 당한 ",http://v.media.daum.net/v/20120110031903908,
20120110031909,society,여성혐오,조선일보,197,"다문화 가정 자녀 37%가 왕따… ＂엄마, 학교엔 제발 오지마＂","어머니가 필리핀 출신인 서울 구로구의 한 초등학교 5학년 김모(12)군은 3학년 때까지 반에서 1등을 할 정도로 공부를 잘했다. 3학년 때 담임교사는 김군에게 ""어머니, 학교에 면담 오시라고 해라""고 했다. 며칠째 김군 어머니가 학교에 오지 않자 교사가 직접 어머니에게 전화해 학교 방문을 요청했다. 하지만 아들은 어머니에게 ""엄마를 정말 사랑하지만 제발",http://v.media.daum.net/v/20120110031909828,http://t1.daumcdn.net/news/201201/10/chosun/20120110170714493.jpeg
20120110140924,society,범죄|성추행|성폭행|추행|폭행,노컷뉴스,178,성폭행하려던 남성 살해한 50대 女,[부산CBS 강민정 기자]부산 북부경찰서는 술을 같이 마시던 이웃 남성이 자신에게 추근댄다며 목졸라 살해한 혐의로 A(53.여)씨에 대해 구속영장을 신청했다.A씨는 지난 8일 오전 11시쯤 북구 구포동 자신의 집에서 이웃주민 한모(53)씨와 술을 마시던 중 한씨가 자신을 성추행하자 전기다리미 줄로 목졸라 숨지게 한 혐의를 받고 있다.경찰에 따르면 A씨는,http://v.media.daum.net/v/20120110140924772,
